image,golden_value,average_difference,sdc_percentage
20,-2.93503815429,9.61751436415,61
40,-8.03055564305,2.29846737631,59
60,-7.07067885003,4.08256559022,59
80,-5.82732914277,6.34362562781,64
,,,60.75
