image,golden_value,average_difference,sdc_percentage
20,-2.93503815429,10.5179312826,51
40,-8.03055564305,7.56663855447,58
60,-7.07067885003,7.12708814441,40
80,-5.82732914277,10.3048417495,50
,,,49.75
