image,golden_value,average_difference,sdc_percentage
20,-2.93503815429,0.256521865024,59
40,-8.03055564305,-4.36555942431,54
60,-7.07067885003,-8.31418352575,54
80,-5.82732914277,-2.17573706568,58
,,,56.25
