image,golden_value,error_0,error_1,error_2,error_3,error_4,error_5,error_6,error_7,error_8,error_9,error_10,error_11,error_12,error_13,error_14,error_15,error_16,error_17,error_18,error_19,error_20,error_21,error_22,error_23,error_24,error_25,error_26,error_27,error_28,error_29,error_30,error_31,error_32,error_33,error_34,error_35,error_36,error_37,error_38,error_39,error_40,error_41,error_42,error_43,error_44,error_45,error_46,error_47,error_48,error_49,error_50,error_51,error_52,error_53,error_54,error_55,error_56,error_57,error_58,error_59,error_60,error_61,error_62,error_63,error_64,error_65,error_66,error_67,error_68,error_69,error_70,error_71,error_72,error_73,error_74,error_75,error_76,error_77,error_78,error_79,error_80,error_81,error_82,error_83,error_84,error_85,error_86,error_87,error_88,error_89,error_90,error_91,error_92,error_93,error_94,error_95,error_96,error_97,error_98,error_99
20,-2.93503815429,0.0,0.02,0.12,0.37,0.05,0.0,0.21,0.08,0.01,0.01,0.15,0.0,0.17,0.12,0.13,0.12,0.04,0.19,0.21,0.02,0.22,0.33,0.82,0.06,0.01,0.06,0.03,0.69,0.25,0.08,0.02,0.02,0.01,0.0,0.67,0.23,0.0,0.0,0.16,0.0,0.0,0.0,0.92,0.16,0.99,0.36,0.0,0.03,1.24,0.19,1.07,0.03,0.23,0.0,0.0,0.02,0.0,0.01,0.32,0.0,0.02,0.05,0.0,0.11,0.01,0.03,0.01,0.08,0.32,0.0,0.87,0.0,0.25,0.0,0.07,0.08,0.02,0.01,0.0,0.05,0.03,0.0,0.0,0.01,0.0,0.02,0.52,0.19,0.0,0.07,0.77,0.0,0.68,0.07,0.0,0.25,0.95,0.19,0.05,0.07,
40,-8.03055564305,0.01,1.09,0.92,0.01,0.01,0.03,0.31,0.02,2.0,0.01,0.18,0.01,0.01,0.02,0.01,0.01,0.15,0.01,0.36,0.03,1.81,0.01,0.97,0.01,1.04,0.12,0.01,0.01,0.02,1.01,0.24,0.11,0.01,0.05,1.43,0.01,0.02,0.07,0.01,0.04,0.01,0.01,1.42,0.0,0.12,0.21,0.15,0.06,0.21,0.02,0.01,0.19,0.01,0.01,0.11,0.01,1.87,0.01,0.01,0.72,0.01,0.02,0.01,0.01,0.01,0.16,0.05,1.3,0.01,0.06,0.01,0.35,0.01,0.02,0.01,1.54,0.01,0.02,0.21,0.05,0.2,0.01,0.15,0.04,0.01,0.01,0.07,0.07,0.01,0.01,1.79,0.01,0.01,0.01,0.46,0.01,0.85,1.12,0.15,0.01,
60,-7.07067885003,0.08,0.01,0.03,0.35,0.26,1.98,0.01,0.09,0.03,0.0,0.37,0.0,0.38,0.01,0.29,0.01,0.01,0.1,0.44,0.01,0.01,0.1,1.7,0.33,0.01,0.01,0.55,0.64,0.15,0.15,0.04,0.01,1.42,0.4,0.1,1.79,0.03,0.01,0.62,2.2,0.35,0.16,0.12,0.14,0.01,0.01,0.07,0.01,0.29,0.14,0.01,0.01,0.43,0.05,0.33,0.04,0.14,0.06,0.01,1.76,0.06,0.28,0.93,0.05,0.1,0.58,0.13,0.21,0.01,0.69,0.6,0.08,0.01,0.28,1.78,0.6,0.01,0.01,0.36,1.21,0.44,0.01,0.22,0.1,0.59,0.36,0.01,0.19,0.33,0.04,0.08,0.01,0.01,0.06,1.65,0.46,0.15,0.02,1.03,0.14,
80,-5.82732914277,1.15,0.01,1.5,0.39,0.31,0.26,0.64,0.39,0.01,0.15,0.06,0.14,1.81,0.97,0.01,1.34,0.02,0.73,0.01,0.34,0.01,0.09,0.02,0.0,0.14,0.01,0.01,0.01,0.01,0.04,0.01,0.17,0.01,0.19,0.05,0.13,0.01,0.03,0.03,0.32,0.05,0.01,0.15,0.01,1.12,0.01,0.03,0.21,1.57,0.01,0.06,0.23,0.01,0.11,0.06,0.05,1.37,0.32,0.01,0.18,0.01,1.14,0.23,0.01,0.75,1.32,0.01,0.04,0.13,0.09,0.01,0.13,0.01,0.03,0.01,0.01,0.01,0.05,0.01,0.01,0.01,0.09,0.02,0.93,0.56,0.01,0.03,0.47,0.13,0.16,0.01,0.04,0.12,0.02,0.15,0.16,0.66,0.2,0.07,0.07,
