image,golden_value,error_0,error_1,error_2,error_3,error_4,error_5,error_6,error_7,error_8,error_9,error_10,error_11,error_12,error_13,error_14,error_15,error_16,error_17,error_18,error_19,error_20,error_21,error_22,error_23,error_24,error_25,error_26,error_27,error_28,error_29,error_30,error_31,error_32,error_33,error_34,error_35,error_36,error_37,error_38,error_39,error_40,error_41,error_42,error_43,error_44,error_45,error_46,error_47,error_48,error_49,error_50,error_51,error_52,error_53,error_54,error_55,error_56,error_57,error_58,error_59,error_60,error_61,error_62,error_63,error_64,error_65,error_66,error_67,error_68,error_69,error_70,error_71,error_72,error_73,error_74,error_75,error_76,error_77,error_78,error_79,error_80,error_81,error_82,error_83,error_84,error_85,error_86,error_87,error_88,error_89,error_90,error_91,error_92,error_93,error_94,error_95,error_96,error_97,error_98,error_99
20,-2.93503815429,146365.76,82.05,0.89,1233.1,454.76,14828.51,275.54,15019814.01,12612798.62,45145.96,0.02,37469641.5,3257.45,14667.36,30039497.46,178963.31,6.4,15019766.96,464.26,4806.28,8230.73,584.42,504.54,0.53,1433.93,3762818.16,0.0,57.35,15020159.07,61595.73,330.74,13.84,73182.89,5937.43,7.18,0.05,60.55,643.75,8340559.41,44820.62,45955.38,71.8,853827.55,5102742.68,68553.04,1717580.96,31420.76,7333.47,34824.11,35284.01,234699.32,313.03,656.24,15486605.81,838.18,9367409.89,9.78,0.0,7343.17,1889.71,30340089.02,33854.1,3.5,10977.13,12761678.51,0.0,5.95,6.4,2268584681.43,22924.33,19.52,141.38,0.19,700.99,8421114.09,224.19,22083509.36,5130.86,947.37,3.51,7373.73,1991336.05,29035.99,28.65,36.93,100939.66,2782.15,18063518.01,381.0,47040.8,233.83,63541.98,83522.42,5.07,3667.06,4755.09,6.93,384.66,469367.0,234683.04,
40,-8.03055564305,1.53,14859.88,63.86,0.04,0.73,264940.41,158.85,11.49,70713.4,7509884.02,53.62,940963.75,206.86,362.52,4063.3,1.86,90770782.27,1.93992032222e+15,11.49,9832963.79,29.74,23477075.49,7170711.42,58874.13,62.63,29334.57,145660.49,0.36,4063034.44,0.13,482564.39,41837.21,4512681.87,14.34,3804679.71,160.57,4560280.73,546635.73,4.57,19423.53,15042116.11,0.97,472034.44,167118.59,2843897.7,466.26,130551.13,1916.8,15019743.96,1727.95,1129079.22,117341.77,0.01,117340.73,15086.84,234683.54,1140617.66,0.01,4752.12,2391949.26,564234.93,480.81,11.49,11020.68,10.36,326534.83,0.01,85038.47,12699367.79,292732.0,300.6,0.53,269.97,1978531.39,12.84,7980180.32,1759189.5,924.36,13595883.85,7509871.54,60078987.33,3789.02,236334.21,58670.89,0.1,938745.55,11.49,498.36,3059576.02,444.51,3666.94,1877477.75,3807839.93,36591.67,919.48,234685.58,2354.76,1381.38,0.1,4516306.67,
60,-7.07067885003,2267530.07,33431.69,467.49,24.86,7509887.72,234683.6,9923.58,19.15,12976.02,4193.98,1311477.25,282032.08,7373027.62,117343.51,9367405.07,2458880.03,3666.94,10.53,31439156795.0,31749767758.2,5.16,60078979.39,57841.03,0.13,1278.31,337812.22,532.16,0.0,1936.99,187.02,359205.49,50.13,2034167.45,40.11,60078979.39,244.67,37120.72,124405.89,25750.13,469389.78,3956162.47,846157.7,58707.39,259.77,452645.93,0.31,308077.5,608238824.35,388119.94,302433.54,18276076.95,122361.23,7509868.03,457.61,1065.99,60080497.55,1864328.32,7531.12,408.29,41798.67,57.07,234683.52,118896.65,4458.57,155920.01,229.85,33142.73,1877464.39,78856.09,0.87,2512086004.77,2056273.55,0.3,1.65,887140.97,1966.76,14108.52,2228.74,493612.41,4.75,1902335.68,0.93,1941060.91,5.14,542686.68,20.58,37.63,77012.26,285575.28,486.63,2256842.13,42607619.78,252723.58,1.18,14.15,109275.17,60079101.14,20296.55,4636.41,588.29,
80,-5.82732914277,241288.33,0.41,0.25,41760.77,8084074.14,67.53,307859.52,204.18,7997262.09,1028.48,138.47,7.17,668181.32,54.76,3560.97,53.37,1.17,1.48,436.34,1930294.36,1071684.42,3535074.16,69119.33,520.19,10223.82,3424509835.61,78.82,0.61,0.47,233.13,234682.33,1848.29,39418993.63,1862.27,110415.88,4.11,9.29,9367731.49,0.14,938815.96,9.29,1877468.09,746176.21,2341851.08,19780308.36,16800.7,3.75,3.1,11231.73,11.27,1017.91,42649003.81,2404.55,248024.66,5345824.7,285.57,0.02,478.26,0.0,30039490.98,2004457.7,480541.22,1895311.27,469366.91,1.78,181644.54,58670.88,6.94,550.68,1866281.89,1079.97,232596.57,9535.75,14667.73,0.48,8.35,215261.47,482532.35,1640999820.84,1833.47,2008987.44,7173.98,1958.21,8257.62,458.34,6965.96,662928.72,8.71,1188.54,1833.45,0.98,2341987.82,8635486.95,119.52,6.18,3790874.54,6395358.95,4822.45,9.29,457.77,
