image,golden_value,error_0,error_1,error_2,error_3,error_4,error_5,error_6,error_7,error_8,error_9,error_10,error_11,error_12,error_13,error_14,error_15,error_16,error_17,error_18,error_19,error_20,error_21,error_22,error_23,error_24,error_25,error_26,error_27,error_28,error_29,error_30,error_31,error_32,error_33,error_34,error_35,error_36,error_37,error_38,error_39,error_40,error_41,error_42,error_43,error_44,error_45,error_46,error_47,error_48,error_49,error_50,error_51,error_52,error_53,error_54,error_55,error_56,error_57,error_58,error_59,error_60,error_61,error_62,error_63,error_64,error_65,error_66,error_67,error_68,error_69,error_70,error_71,error_72,error_73,error_74,error_75,error_76,error_77,error_78,error_79,error_80,error_81,error_82,error_83,error_84,error_85,error_86,error_87,error_88,error_89,error_90,error_91,error_92,error_93,error_94,error_95,error_96,error_97,error_98,error_99
20,-2.93503815429,0.45,469367.0,0.05,0.0,916.73,0.89,119.92,134769.89,0.06,0.27,0.02,5093393.12,117341.76,938734.03,60078983.53,6.4,1949.33,1.91,229.16,0.08,469367.0,57.49,7895.95,37469641.5,1877468.3,4008909.79,7509872.16,229.18,0.08,7.16,0.9,229.02,0.45,0.0,11.31,0.02,237113.94,16168208.93,7812384.03,21607.98,0.0,3703.66,2.35,5521.83,1232310.04,1.79,2.25,141134.9,0.48,18295.72,1553457.53,0.92,0.0,229.29,120.99,0.45,4574.05,393.64,458.4,20880.38,680.09,4030105.2,21381502.28,2205.21,0.0,73182.89,0.07,1698642.29,0.04,0.0,73182.89,2.09,0.35,6794568.43,31961.77,7657582.47,0.0,0.13,0.0,124.93,0.05,43.2,15160766.5,17627.67,31319.61,5345375.98,0.06,17.74,0.0,14667.87,14667.77,0.93,12.79,14667.62,1318.44,469367.0,19716956.03,0.0,1089.26,1857.53,
40,-8.03055564305,0.05,116738.72,2.62,0.07,0.13,244.54,0.01,0.11,1.96,0.06,1895.66,0.06,30.6,630998.39,0.38,29.47,0.01,0.01,0.01,0.01,1833.48,1.08,118.57,3.53,938734.08,0.04,1.86,28.7,0.03,0.01,30884855.78,810310.34,0.01,16402887.35,0.03,0.01,0.13,231.49,244.73,928.89,403032.0,0.85,0.21,30437536.88,23.02,0.02,0.04,0.01,3754936.23,7.15,7323.56,0.04,0.01,0.01,0.02,1.8,234683.51,0.01,0.01,38.5,37.8,7.27,244.72,114.64,1.8,0.01,0.28,3754936.23,0.01,0.01,3754936.23,1.06,86.28,0.02,7333.87,475826.37,1877468.13,0.04,0.03,7333.87,70593.19,1.2,28.66,3.64,0.13,938734.08,0.01,0.01,892.53,28.66,0.05,1869.62,29335.45,8181877.63,5518.52,0.01,0.04,3171530.69,0.02,0.01,
60,-7.07067885003,474069.06,36.07,396443.38,0.04,550.87,34564.97,0.44,0.09,668171.99,0.43,0.01,150.42,220.65,482575.92,906.21,1877468.19,0.03,458.38,31.98,3403.32,17947927.91,1760.51,6049465.12,0.39,14667.73,60078979.39,0.01,117341.78,3754935.85,40.45,1026586.25,0.01,0.02,15019744.92,7647422.66,120157951.53,300192.39,12411.46,2471.98,0.12,63.83,0.01,0.76,0.65,586.19,0.3,1115399.52,5220.09,15019744.92,0.01,3166.9,1877468.19,1857.77,1834.04,253.12,0.01,0.01,4218.18,24625525.41,19254.83,36130532.26,30039479.0,58670.82,1877468.19,3754936.3,7721215.15,9.1,15.3,120159856.61,4406.93,18734817.4,83521.49,3906.33,58795.63,469367.01,81.55,35.72,0.1,916.74,30039500.3,255685.25,68.09,91408.13,14.52,3353.59,480505.31,154038.73,221.77,30039489.74,0.7,1.94,0.01,14665.34,0.02,207.34,68.87,15080.51,237034.55,3996224.04,414.7,
80,-5.82732914277,0.01,3.59,0.02,68.55,29335.49,18.58,53693.08,0.08,0.05,0.22,9240.8,56.39,20262.32,0.29,20880.37,114.7,28.65,49556.53,7333.86,942.54,25.23,120157967.09,14667.76,60078980.63,450.55,0.22,0.01,14.33,66339.87,1853.63,234683.25,0.16,469367.02,0.22,0.09,7586653.67,0.01,2067616.0,568.45,0.58,58670.88,0.02,231.59,0.01,458.37,120157967.09,457.99,11.04,0.01,39433922.76,275.65,15340.77,4.08,0.03,29335.44,487555.25,71.46,18065268.42,4.7,57.3,0.01,0.11,2341852.19,469446.64,474.04,28.65,0.01,0.69,3723.07,0.01,0.01,58670.88,221.57,7510067.12,0.05,36591.44,3.04,3.53,115.79,0.12,15.3,0.01,0.07,0.12,0.12,225432.96,550.6,0.9,81.56,0.22,19023.9,0.05,10.2,0.45,60321.99,58670.88,70567.73,1877476.82,7.16,13193.34,
