image,golden_value,error_0,error_1,error_2,error_3,error_4,error_5,error_6,error_7,error_8,error_9,error_10,error_11,error_12,error_13,error_14,error_15,error_16,error_17,error_18,error_19,error_20,error_21,error_22,error_23,error_24,error_25,error_26,error_27,error_28,error_29,error_30,error_31,error_32,error_33,error_34,error_35,error_36,error_37,error_38,error_39,error_40,error_41,error_42,error_43,error_44,error_45,error_46,error_47,error_48,error_49,error_50,error_51,error_52,error_53,error_54,error_55,error_56,error_57,error_58,error_59,error_60,error_61,error_62,error_63,error_64,error_65,error_66,error_67,error_68,error_69,error_70,error_71,error_72,error_73,error_74,error_75,error_76,error_77,error_78,error_79,error_80,error_81,error_82,error_83,error_84,error_85,error_86,error_87,error_88,error_89,error_90,error_91,error_92,error_93,error_94,error_95,error_96,error_97,error_98,error_99
20,-2.93503815429,4.8,2.94,2.94,2.94,6.4,2.94,6.4,6.4,2.94,6.4,2.94,4.69,6.4,6.4,4.17,4.69,6.4,2.94,2.94,6.4,4.8,6.4,6.4,2.94,2.94,6.4,4.8,2.94,2.94,2.94,6.4,4.69,4.8,2.94,6.4,2.94,2.94,6.4,4.8,4.8,2.94,2.94,2.94,6.4,4.8,6.4,4.69,6.4,6.4,2.94,6.4,4.69,4.69,6.4,6.4,6.4,6.4,2.94,6.4,4.8,6.4,4.69,6.4,6.4,2.94,2.94,6.4,4.8,2.94,6.4,2.94,4.17,2.94,2.94,2.94,4.8,6.4,6.4,2.94,2.94,6.4,2.94,2.94,6.4,2.94,6.4,6.4,2.94,2.94,6.4,2.94,2.94,6.4,6.4,6.4,2.94,4.8,4.69,2.94,6.4,
40,-8.03055564305,8.03,11.49,11.49,9.26,9.9,8.03,11.49,11.49,8.03,8.03,11.49,8.03,8.03,11.49,8.03,8.03,11.49,11.49,9.26,11.49,8.03,8.03,9.79,11.49,11.49,11.49,11.49,8.03,11.49,11.49,11.49,11.49,9.79,11.49,8.03,9.9,11.49,9.26,11.49,9.9,11.49,8.03,11.49,8.03,8.03,8.03,8.03,11.49,8.03,11.49,11.49,11.49,8.03,11.49,11.49,11.49,11.49,8.03,11.49,11.49,9.9,8.03,11.49,8.03,8.03,11.49,11.49,8.03,8.03,11.49,9.26,9.9,8.03,8.03,11.49,11.49,11.49,11.49,8.03,9.26,9.9,11.49,9.79,8.03,9.26,11.49,9.9,9.9,8.03,11.49,11.49,9.79,11.49,9.9,11.49,8.03,11.49,11.49,9.79,9.9,
60,-7.07067885003,10.53,10.53,8.83,7.07,8.3,7.07,7.07,8.83,8.94,10.53,10.53,10.53,10.53,8.83,10.53,7.07,8.94,7.07,10.53,7.07,7.07,10.53,10.53,10.53,7.07,10.53,10.53,10.53,8.94,7.07,8.94,10.53,7.07,10.53,8.94,7.07,10.53,10.53,10.53,10.53,10.53,7.07,10.53,7.07,10.53,5.84,10.53,10.53,10.53,7.07,10.53,10.53,7.07,10.53,7.07,10.53,7.07,7.07,7.07,10.53,7.07,10.53,10.53,10.53,10.53,10.53,10.53,10.53,8.94,8.94,10.53,10.53,8.83,7.07,10.53,10.53,7.07,7.07,7.07,10.53,10.53,10.53,7.07,7.07,8.94,10.53,7.07,10.53,10.53,8.94,10.53,10.53,7.07,10.53,8.83,10.53,10.53,7.07,10.53,5.84,
80,-5.82732914277,9.29,9.29,9.29,9.29,5.83,9.29,5.83,7.58,5.83,9.29,7.7,7.7,7.7,5.83,9.29,9.29,9.29,9.29,9.29,9.29,9.29,9.29,5.83,7.7,9.29,7.7,5.83,5.83,5.83,9.29,5.83,5.83,9.29,9.29,7.7,5.83,9.29,5.83,9.29,5.83,4.6,5.83,9.29,5.83,9.29,9.29,5.83,5.83,9.29,7.7,5.83,7.7,9.29,7.06,9.29,7.7,5.83,5.83,5.83,7.7,9.29,5.83,9.29,9.29,5.83,5.83,5.83,9.29,9.29,9.29,5.83,5.83,5.83,9.29,9.29,9.29,5.83,7.06,5.83,9.29,9.29,9.29,5.83,9.29,9.29,7.7,7.7,5.83,9.29,5.83,9.29,9.29,7.58,5.83,5.83,7.7,9.29,5.83,5.83,9.29,
