image,golden_value,error_0,error_1,error_2,error_3,error_4,error_5,error_6,error_7,error_8,error_9,error_10,error_11,error_12,error_13,error_14,error_15,error_16,error_17,error_18,error_19,error_20,error_21,error_22,error_23,error_24,error_25,error_26,error_27,error_28,error_29,error_30,error_31,error_32,error_33,error_34,error_35,error_36,error_37,error_38,error_39,error_40,error_41,error_42,error_43,error_44,error_45,error_46,error_47,error_48,error_49,error_50,error_51,error_52,error_53,error_54,error_55,error_56,error_57,error_58,error_59,error_60,error_61,error_62,error_63,error_64,error_65,error_66,error_67,error_68,error_69,error_70,error_71,error_72,error_73,error_74,error_75,error_76,error_77,error_78,error_79,error_80,error_81,error_82,error_83,error_84,error_85,error_86,error_87,error_88,error_89,error_90,error_91,error_92,error_93,error_94,error_95,error_96,error_97,error_98,error_99
20,-2.93503815429,23.82,10.76,3.58,1.18,0.3,15.22,1.28,0.04,0.24,28.26,15.57,105.05,0.0,82.74,10.21,13.05,0.23,113.52,2.39,35.34,2.57,12.27,0.0,17.07,18.5,18.3,12.43,6.13,14.11,1.29,32.94,1.23,0.0,106.8,21.78,31.61,14.39,30.76,16.83,106.43,3.43,10.68,0.1,71.27,17.63,8.23,96.44,41.06,14.85,30.61,0.51,1.51,21.06,20.53,43.27,0.0,0.24,0.04,39.93,56.55,36.17,30.64,69.85,0.0,5.77,0.37,11.82,2.26,15.53,51.41,3.16,23.17,0.07,19.93,28.23,99.25,1.85,18.34,1.05,83.09,0.0,8.7,1.26,5.24,1.54,101.28,4.63,5.59,0.05,0.04,3.07,1.49,42.33,17.75,0.43,27.55,14.69,8.94,97.65,25.68,
40,-8.03055564305,6.28,2.61,82.9,101.23,0.01,4.09,35.19,27.37,23.1,42.11,4.63,0.22,3.52,9.23,0.0,34.3,0.23,37.29,10.59,20.23,103.02,16.92,12.81,16.24,0.54,16.17,0.41,5.87,0.01,67.14,0.02,2.18,2.19,122.06,0.56,0.84,4.45,2.21,106.04,0.34,20.44,7.85,5.49,54.65,4.03,72.27,2.0,0.4,4.08,33.02,0.01,0.14,1.63,30.41,51.7,0.08,5.98,1.28,0.01,105.08,2.95,4.01,1.37,23.42,0.01,10.95,3.24,0.43,30.15,52.2,42.14,2.49,2.31,36.35,6.06,0.1,2.29,0.01,1.82,1.85,15.15,3.5,7.38,0.01,0.01,2.09,86.9,0.59,11.46,0.86,3.97,64.08,4.82,46.13,50.88,3.19,22.5,0.04,0.01,2.74,
60,-7.07067885003,11.84,8.38,5.89,19.13,2.32,88.67,0.45,1.86,34.08,13.46,1.04,1.66,11.57,24.59,31.57,1.89,0.54,22.38,72.92,0.52,0.65,3.46,16.15,47.75,14.33,92.7,18.79,0.01,6.09,103.24,22.04,0.02,33.09,12.27,66.58,13.25,11.4,1.95,96.53,2.74,7.51,37.76,13.94,89.65,61.46,56.1,3.19,7.64,0.68,2.49,1.88,1.23,18.45,97.79,0.34,1.09,17.6,73.58,15.93,109.52,0.15,23.43,0.42,38.64,97.23,14.26,0.82,57.68,18.6,2.03,0.32,13.75,11.97,104.61,13.02,0.89,2.56,0.73,2.67,0.01,40.52,9.42,9.09,36.54,16.73,24.68,15.05,2.64,0.01,107.04,1.8,8.24,74.02,88.28,0.08,0.01,2.55,0.01,115.4,8.02,
80,-5.82732914277,0.43,1.7,12.82,0.11,0.39,0.01,1.65,19.43,1.34,11.81,3.68,2.14,0.05,19.56,11.52,1.14,2.74,1.89,69.65,2.97,9.76,5.79,0.04,0.09,27.17,11.85,53.31,26.74,105.56,27.88,0.56,7.72,72.8,26.34,15.25,80.61,10.87,0.58,65.35,0.02,15.43,17.35,0.42,0.61,74.99,7.04,10.09,1.14,72.04,0.7,22.02,34.51,107.78,67.43,5.41,40.2,76.47,71.3,23.49,0.56,8.56,0.14,0.17,0.08,1.78,31.55,3.91,114.91,91.81,0.06,2.42,1.88,8.19,7.24,31.26,0.28,0.01,0.39,7.15,1.77,7.25,15.96,4.03,33.63,81.12,18.07,1.41,9.81,25.17,1.19,11.98,0.01,2.44,0.17,1.64,0.12,2.54,30.46,9.89,109.25,
